category,usable_name,merchant_id,business_url,merchant_summary,extracted_products,product_type,revenue_model,operational_model,sales_channel,customer_type
Content Writing,Olive Chan Art,acct_1TOdjTAKpE9vWtms,http://www.olivechan.org,null,"[""Video Content"",""Podcast Episodes"",""Brand Collaborations"",""Creative Content""]","[""Services"",""Digital""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Content Writing,The Write Desk,acct_1TOjwgHZsUwm5YTI,http://thewritedesk.com,null,"[""SEO-optimized blog posts"",""social media captions"",""email newsletters""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Content Writing,Takema,acct_1TOkluJXPb3KFNWo,https://app.takema-studio.com/createur/mamanelijah,"Takema is a marketplace that connects brands with creators for user-generated content (UGC) and video productions. It is led by Jessica, a single mother and influencer, who emphasizes authentic content creation primarily for social media platforms.","[""Video creation for businesses"",""UGC content"",""Product shots""]","[""Services""]","[""One-Time""]","[""Marketplace""]","[""Online""]","[""B2B"",""B2C""]"
Content Writing,BUYMEACOFF,acct_1TPCTpJkDlF7G41q,https://buymeacoffee.com/tonytran519,"LIVING IN MY CAR CAMPER is a YouTube channel by Tony, where he shares videos about his experiences living, working, and traveling in his car. Viewers can support him through monthly subscriptions.","[""YouTube Videos"",""Creative Support""]","[""Digital"",""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Counseling Services,www.liferoots.ca,acct_17fiyUEDqQeSoPEX,http://liferoots.ca/,"Life Roots offers online and in-person counselling services, providing therapeutic support for individuals seeking to improve relationships and overall well-being.","[""Online counselling"",""In-person counselling""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
Counseling Services,"Kristen Chambliss, PhD",acct_1E9FrQBTL1JO4auY,http://www.kristenchambliss.com,"Dr. Kristen Chambliss is a professional counselor specializing in infertility and In Vitro Fertilization (IVF) counseling services, offering support to intended parents and individuals facing life transitions.","[""Infertility Counseling"",""In Vitro Fertilization (IVF) Counseling"",""Donor and Surrogacy Screening"",""Life Transition Issues Counseling""]","[""Services""]",null,"[""Direct""]","[""Online""]","[""B2C""]"
Counseling Services,Christian Centre For Gambling Rehabilitation,acct_1FKSe5BSEN38E4dS,http://www.ccgr.org.uk,"CCGR is a registered charity that provides professional counselling services for individuals affected by gambling addiction. They focus on offering support and resources for personal growth and financial management. Their services are accessible in English, Cantonese, and Mandarin, ensuring inclusivity for clients from diverse backgrounds.","[""Counselling Services"",""Debt Management Advice"",""Educational Workshops"",""Support Groups""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Physical""]","[""B2C""]"
Counseling Services,Joyful Ever After,acct_1Gio3RGVORYgBetS,https://joyfuleverafter.org/joyful-ever-after-donate,"Joyful Ever After focuses on enriching Christian marriages through various resources and training materials. They host online events and provide content aimed at helping couples deepen their intimacy and connection. Through fundraising campaigns, they aim to support their mission and develop high-quality marriage enrichment programs.","[""Marriage enrichment resources"",""Expert teaching system"",""Video podcast show"",""Training materials"",""Multi-media resources""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Counseling Services,Amanick Holdings LTD,acct_1LeUE4KZdBiuBSMR,http://wanickfayette.com,Wanick Fayette is dedicated to helping individuals achieve spiritual and emotional wellness through pastoral counseling and speaking engagements.,"[""Pastoral counseling"",""Keynote speaking"",""Courses"",""Books""]","[""Services"",""Digital""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Counseling Services,Circle of Support Coun,acct_1M34GZR2CwfnEVkB,https://circleofsupportcounselling.janeapp.com/,"Circle of Support Counselling provides a range of mental health services including counselling for children, teens, and parents, with a focus on trauma-informed and evidence-based therapeutic approaches.","[""Initial Free Consultation"",""Child/Teen Counselling"",""Parent Counselling""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Physical"",""Online""]","[""B2C""]"
Counseling Services,www.dopamino.lt,acct_1NjzygCNF7ni4Uvf,https://dopamino.lt/,"Giedrė Genevičienė is the author of Blaivi Gyvensena, a project aimed at fostering a sober community in Lithuania. They offer services such as the 30-Day Alcohol-Free Challenge and consultations to help individuals and families dealing with alcohol dependency challenges.","[""30-Day Alcohol-Free Challenge"",""Consultations"",""Workshops""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Counseling Services,Wild Heart Counselling,acct_1NtxcrQoYWqrHLSi,https://wildheartcounselling.janeapp.com/,"Wild Heart Counselling offers professional counselling services specializing in mental health issues such as ADHD, anxiety, and perinatal challenges, providing both virtual and in-person sessions.","[""Counselling Services"",""Mental Health Therapy"",""Free Consultation"",""Initial Counselling Session""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
Counseling Services,Mindelynn Young Godbout,acct_1PjhNIBrHnSYGK2Q,https://readfarandwide.substack.com/,"The Broken Road is a platform offering curated resources designed to aid individuals who have experienced pain in faith communities, helping them process and heal.","[""Curated resources"",""Publications""]","[""Digital"",""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Counseling Services,Florian Gütschow,acct_1QedckFZU3Tjyv4T,https://complicated.life/therapists/clinical-psychologist-psychotherapist-florian-gutschow,"It's Complicated offers counselling services to individuals seeking mental health support. Sessions are available both in-person and online, enabling clients to access professional help conveniently.","[""Counselling sessions""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
Creative & Design Services,Scott Shots Photography,Fe9vkHFEwuMPlVSiJ8C98ZNTgZLRjgbQ,http://truckeetahoephotos.com,Scott Shots Photography is a Truckee-based fine art photography business that offers a variety of prints showcasing the landscapes of the Lake Tahoe area and beyond. Their products include physical and digital fine art prints available in various materials and sizes.,"[""Fine Art Prints"",""Metal Prints"",""Acrylic Prints"",""Canvas Prints"",""Framed Fine Art Prints"",""Photo Products"",""Gifts""]","[""Physical"",""Digital"",""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Creative & Design Services,Gecko Designs,acct_0wn6db8Px0FMxlEhBhk8,https://thegeckoagency.com/,Gecko Agency is a full-service web design and digital marketing agency that combines creative design and effective strategy to help businesses grow their brands. They offer services primarily through an online platform.,"[""Web design services"",""Digital marketing services""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Creative & Design Services,Ubeo inc.,acct_1037zF2PaUf49uVJ,https://ubeo.ca/,"Ubéo solutions web is a web agency specializing in website design, programming, and digital marketing in the Beauce region of Quebec. They offer customized web solutions tailored to client needs, ensuring effective delivery and project management from initial studies to final publication.","[""Website design"",""Web programming"",""Digital marketing"",""SEO services"",""Social media management"",""E-commerce website"",""Custom websites"",""Content management""]","[""Services"",""Digital""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Creative & Design Services,osj.org.uk,acct_103GW22A33v4SmWb,http://osj.org.uk/shop/,"The Orchestra of St. John's is a registered charity that offers a range of musical services and merchandise, including CDs and DVDs of their performances.","[""CDs"",""DVDs""]","[""Digital"",""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Creative & Design Services,Brittani Elizabeth Photography,acct_103SBk2TSCtOJ0kU,http://brittanielizabethphotography.com/,"Brittani Elizabeth Photography is a Pennsylvania photography company specializing in capturing joyful, connection-filled moments for families. They offer photography services that preserve real connections, movements, and emotions, with a focus on families and weddings.","[""Family Photography"",""Wedding Photography"",""Portrait Photography""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
Creative & Design Services,"Colombian Festival, Inc.",acct_103soc2Jpvaeg2Gk,http://www.elfestivalcolombiano.com,"El Festival Colombiano is an annual event celebrating Colombian music, culture, and cuisine in Southern California, attracting thousands of attendees each year.","[""Tickets for the festival"",""VIP packages"",""Cabanas"",""Vendor booths""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
Creative & Design Services,UI Stencils,acct_1043Hv4xaHK6ZmK4,https://uistencils.com/,null,"[""Stencils"",""Sketch Pads"",""Pencils"",""Pens"",""Markers"",""Accessories""]","[""Physical"",""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Creative & Design Services,Greg Ross Photography,acct_104Fgf4pfcM98N7H,http://gregoryrossblog.com/,Gregory Ross Photo provides wedding photography services and is available for destination weddings worldwide.,"[""Wedding Photography""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Creative & Design Services,Valley Art Workshop,acct_14aZzjKFEaV7zdUv,http://valleyartworkshop.com,Valley Art Workshop offers world-class art education in the San Fernando Valley with a range of classes and events for youth and adults.,"[""Art classes"",""Workshops"",""Master Classes"",""Private events""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Physical"",""Online""]","[""B2C""]"
Creative & Design Services,Filmdirectonline,acct_14bhUeLvpNL3XSP1,http://filmdirectonline.com/,null,"[""film output"",""screen printing supplies"",""water proof film"",""ink jet film"",""color separations"",""ink cartridges""]","[""Physical"",""Digital"",""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Customer Relationship Management,We Love Customers,acct_17q7aeKZ2lRLhWLn,http://welovecustomers.fr/,"We Love Customers offers comprehensive customer loyalty solutions, including referral programs, NPS surveys, and customer reviews. Their platform is designed to enhance customer engagement and loyalty through automated, customizable tools.","[""Customer loyalty solutions"",""Referral programs"",""NPS surveys"",""Customer reviews"",""Loyalty programs"",""User-Generated Content (UGC) platform"",""Cashback offers""]","[""Services"",""Digital""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Customer Relationship Management,Solgari,acct_1B7PKNK9fxCi8fKN,http://www.solgari.com,null,"[""AI-powered customer engagement platform"",""Integration with Microsoft Teams and Dynamics 365"",""Communication tools for customer service""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2B""]"
Customer Relationship Management,Affordable-Printing,acct_1BM4ejAwxVmiKd8R,http://affordable-printing.com/,null,"[""Screen printing"",""Embroidery"",""DTG"",""DTF"",""Promotional products"",""Banners \u0026 Signs""]","[""Physical"",""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Customer Relationship Management,Sarang,acct_1GsLuHEo8XIvd2To,http://Desk.com,null,"[""Help Desk Software"",""CRM Suite"",""Service Cloud"",""Customer Service Automation""]","[""Digital"",""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Customer Relationship Management,VOCEQ Inc,acct_1SKmgRRreEIq6USK,https://voceq.com/,null,"[""Voice feedback analysis"",""Sentiment analysis"",""Emotional intelligence surveys"",""Customer surveys"",""Employee engagement tools""]","[""Digital"",""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Customer Relationship Management,Feedloop 08,acct_1TFGMsAnWmiCyBOI,http://www.feedloop.ro,"FeedLoop is a platform that connects local businesses and communities, providing structured feedback and enhanced visibility through real experiences.","[""Feedback system"",""Experiences platform""]","[""Services""]","[""Subscription""]","[""Marketplace""]","[""Online""]","[""B2B"",""B2C""]"
Customer Relationship Management,PulseQA,acct_1TOhEmI7pqK98bXu,https://pulseqa.io/,null,"[""Churn Signal Intelligence""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2B""]"
Customer Relationship Management,HueShift Studio,acct_1TOwSXJHy7jNXgA9,https://hueshift-studio.myshopify.com/,"DTF Printing for Brands, Creators & Businesses offers custom apparel printing services including DTF prints, sleeve prints, inside tag printing, and headwear printing for various customers. Customers can access the services online and receive transparent pricing for their print projects.","[""DTF Printing"",""Sleeve Printing"",""Inside Tag Printing"",""Headwear Printing""]","[""Services"",""Digital""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Customer Relationship Management,LineHero,acct_1TPcKKDC7B0xZGtS,https://lineheroapp.com/,"LineHero provides a service that allows customers to skip long lines by reserving their spot remotely and hiring a verified LineHero to wait for them at various locations such as concerts, the DMV, and restaurants.","[""Queue reservation service"",""On-demand line waiting service""]","[""Services""]","[""One-Time"",""Usage-Based Billing""]","[""Direct""]","[""Online""]","[""B2C""]"
Customer Relationship Management,Meuble ARC,acct_1TPopkEOknKELAdX,https://archipelagomtl.com/,"Archipelago is a custom furniture and cabinet maker based in Montreal, Québec, specializing in bespoke woodwork and cabinetry for both residential and commercial clients.","[""Custom Furniture"",""Cabinets"",""Commercial Woodworking Solutions"",""Kitchen and Bathroom Installations""]","[""Physical"",""Services""]","[""One-Time"",""Usage-Based Billing""]","[""Direct""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Customer Support,株式会社Logical Fabrics,acct_1FWxMhJPoSRss7Gx,https://lo-beam.com/,LoBeam provides a service that alleviates customer anxiety about waiting for service personnel by notifying them of the personnel's current location and expected arrival time via SMS. Their service aims to enhance customer experience and promote repeat business by reducing uncertainty during service waiting periods.,"[""Location notification service"",""Operational management solutions"",""SMS notifications""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Customer Support,SALVE CHAT,acct_1MSJrgLteG9SBw1V,https://salve.chat/,"salve.chat is a platform that offers a comprehensive solution for managing customer support and communications effectively. It provides tools for customer interaction, reporting, and performance analytics, ensuring businesses can maintain high customer satisfaction and efficient conversation management.","[""Customer support tools"",""Chat management software"",""CSAT tracking tool"",""Omnichannel communication platform""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2B""]"
Customer Support,Invictus General Partnership,acct_1QH3UxLmtmaPxNqr,http://www.invictusbpo.com,"Invictus Solutions offers AI-powered customer experience solutions and expert nearshore contact center services from Belize, ensuring high quality and efficiency with bilingual agents and a robust technology platform.","[""AI-Powered Customer Experience Solutions"",""Contact Center Services"",""Business Process Outsourcing"",""iKunnect Platform""]","[""Services"",""Digital""]","[""Subscription""]","[""Direct"",""SaaS Platform""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Customer Support,app.opentr,acct_1TETXDEeqsIsrh3Z,https://app.opentrain.ai/profile/sylvia-ifunanya-a,"ModSquad provides customer support and quality operations services, with a particular focus on AI response evaluation and quality analysis.","[""AI Response Evaluation"",""Quality Analysis""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Customer Support,infotrack,acct_1TJvJU1ZBj5QHwhr,https://app.info-track.app/,"Infotrack automates customer email responses for online stores, offering a service that allows retailers to manage routine inquiries effectively.","[""Email support automation"",""AI assistance for customer service""]","[""Services""]","[""Subscription"",""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Customer Support,app.opentr,acct_1TOKRnRJj2pnyziM,https://app.opentrain.ai/profile/nitesh-b,null,"[""Email and Chat Support Services""]","[""Services""]","[""One-Time"",""Usage-Based Billing""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Customer Support,app.opentr,acct_1TORR9EpKRGMpiQF,https://app.opentrain.ai/profile/omotola-k,null,"[""Customer Support"",""Data Annotation"",""Image Bounding Box"",""Text Summarization""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B""]"
Customer Support,re-call.ap,acct_1TOlfyIwYdP7xOEU,http://re-call.app,null,"[""Customer notifications via WhatsApp or SMS"",""Online reservations"",""Satisfaction surveys""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Customer Support,app.opentr,acct_1TOx7zETJop5vP0e,https://app.opentrain.ai/profile/zimone-s,Zimone Salome is a freelance Live Chat Customer Support Advisor with over 4 years of experience in complex professional workflows and quality-focused execution. They are available for hire at an hourly rate of $20.00.,"[""Live Chat Customer Support""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Customer Support,app.opentr,acct_1TPijBEk2NeHZNBz,https://app.opentrain.ai/profile/olabisi-o-3,"Olabisi Odesanya is a Customer Service Personnel with over 15 years of professional experience in complex workflows, research, and quality-focused execution. Offers services related to customer support, AI training, and data labeling, predominantly accessed online.","[""Customer Service"",""AI Training"",""Data Labeling""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Cybersecurity,Defence VPN,acct_19P4sjAXVOR0HRFt,https://defencevpn.com/,null,"[""VPN service""]","[""Digital"",""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Cybersecurity,unfantasma,acct_1EnlDYE78OSgBaeU,https://unfantasmaenelsistema.com/,Seguridad Informática offers cybersecurity services including hacking courses and various tools for ethical hacking and digital forensics. Customers can access these services and resources online through their platform.,"[""Cibersecurity services"",""GhostAcademy courses"",""Hacking tools and resources""]","[""Services""]",null,null,"[""Online""]","[""B2C""]"
Cybersecurity,Infinics Limited,acct_1GSMM3JzpjEzYcwj,https://infinics.co.uk/,null,"[""Cyber Security Solutions"",""Managed IT Services"",""Cloud \u0026 Hosting Services""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2B""]"
Cybersecurity,VPN,acct_1IVY3zFoJHdWkFnV,http://blinkvpn.com/,BlinkVPN offers private network services that secure data communications and hide users' IP addresses.,"[""VPN services""]","[""Digital"",""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Cybersecurity,ePlace Solutions Inc,acct_1ItJesGu5PFHBK3s,https://public.eplaceinc.com/insureready-amwins/,"ePlace Solutions offers comprehensive cybersecurity and breach prevention services, including training, assessments, and expert advice for organizations.","[""Cybersecurity Services"",""Compliance and EPL Insurance"",""Incident Response Planning \u0026 Playbooks"",""vCISO Services"",""Vendor Management \u0026 Third-Party Assessment Tools"",""Attack Surface Mapping \u0026 External Vulnerability Scanning"",""Tabletop \u0026 Business Resilience Exercises""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Cybersecurity,SecurePulse,acct_1J9bDEDoc17PFFkc,https://securepulse.cc/,null,"[""Automated security monitoring"",""Domain security scanning"",""SSL monitoring"",""Email security checks"",""Breach credential checking""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Cybersecurity,jasonachka,acct_1KBNepQudbm8LTag,https://jasonachkardiab.com/,"Jason Achkar Diab is a full-stack developer and cybersecurity professional offering services in software development, security consulting, and cloud security solutions. His portfolio showcases projects in game development, SIEM tools, and various security-related tools and practices, accessible primarily online.","[""Cybersecurity consulting"",""Game development services"",""Software development"",""Cloud security solutions""]","[""Services"",""Digital""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Cybersecurity,Ember VPN,acct_1KUiaOA0qzmbe0Wt,http://www.embervpn.org,"Ember VPN offers digital services focusing on privacy and online security through a subscription-based VPN service, allowing users to access geo-restricted content while ensuring anonymous browsing.","[""VPN services""]","[""Digital"",""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Cybersecurity,Hacking Mode,acct_1KmO2RGQuPvbTaoh,http://www.hackingmode.com,"HackingMode specializes in cybersecurity services, providing regulatory consulting and data protection solutions.","[""Cybersecurity services"",""Regulatory consulting"",""Data protection"",""Ethical hacking"",""Red teaming"",""Vulnerability analysis"",""Code analysis"",""Social engineering""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B""]"
Cybersecurity,INFODELS,acct_1Lcm1Q4QmE7ZlDa4,http://www.infodels.fr,null,"[""IT and cybersecurity consulting"",""Data security services"",""IT support"",""Employee training on cybersecurity""]","[""Services""]",null,"[""Direct""]","[""Online""]","[""B2B""]"
Dating Services,YAHALALY,acct_15akyaBwvVr2fJNw,https://yahalaly.com/,null,"[""Muslim matchmaking services""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Dating Services,Bredbandsguiden Medier,acct_1CqxSeKHI5endNA4,http://www.chatta.nu,null,"[""Sex chat services""]","[""Services""]","[""Subscription""]","[""Marketplace""]","[""Online""]","[""B2C""]"
Dating Services,AI-e-tech,acct_1FRSD4Knnsu6wWyG,https://ai-ero.com/,null,"[""素人判定掲示板DB""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Dating Services,IMZservice,acct_1HiKaOLTwvzZqbj8,http://zawajonly.com,null,"[""Dating services"",""Mobile application""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Dating Services,AA Ventures,acct_1JCu5eR1qwrySJ1S,http://unicorntheorem.com/,null,"[""Escorting services"",""Audio notes"",""Intimacy coaching""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Dating Services,Smash Or Cuff,acct_1Ka1aoI1cAO6B95Q,https://smashorcuff.com/,"Smash Or Cuff is a dating app that facilitates instant dates by connecting users in real-time at local venues such as coffee shops, restaurants, and bars.","[""Dating App""]","[""Digital"",""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Dating Services,CandyMeet,acct_1P0pXtD7DWZ43WEz,http://www.candymeet.online,"CandyMeet is a platform for BDSM and kink dating, emphasizing secure and discreet connections. It serves a community of verified partners.","[""BDSM dating services"",""kink community membership""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Dating Services,pickuplines.ai,acct_1Pn25hI44QudGiHO,http://pickuplines.ai,"Pickup Lines AI is an AI-powered dating assistant offering 10,000+ pickup lines to help users improve their dating game on various platforms like Tinder, Bumble, and Hinge. Customers can access these humorous and engaging lines to start conversations and increase their match success rate online.","[""Dating pickup lines"",""AI-generated replies"",""Conversation starters"",""Dating tips""]","[""Digital""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Dating Services,Smitten,acct_1PxQvw2MfmJcBynP,https://smitten.co/,"Smitten is a dating app that focuses on making the dating experience enjoyable by incorporating games and personality-based interactions to foster genuine chemistry. Users can explore profiles, engage in fun challenges, and communicate in a zero-pressure environment, designed to alleviate the stress traditionally associated with online dating.","[""dating app""]","[""Digital""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Dating Services,Matchista.es,acct_1Q2yqqRryVF3SPJD,http://www.matchista.es,null,"[""Tinder strategies"",""Subscription guide"",""Business tactics for Tinder""]","[""Digital"",""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Delivery Services,www.doordash.com,acct_1KPOURM0vTbBCwcJ,https://doordash.com/store/22967708/,Speedway offers groceries and more delivered fast from their location at 101 West Oak Street in Wauchula. Customers can order online and track their order live.,"[""Groceries"",""Delivery Services""]","[""Physical"",""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Delivery Services,PureTree,acct_1P7xZuPpGqVSCDvh,https://puretree-east.com/,null,"[""Seasonal branch delivery service""]","[""Services""]","[""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Delivery Services,cocolis.fr,acct_1RHX8CDGEb67Whrh,https://cocolis.fr/profile/public/424997,null,"[""parcel shipping"",""transportation solutions""]","[""Services""]",null,"[""Marketplace""]","[""Online""]","[""B2B"",""B2C""]"
Delivery Services,"RolRunr, LLC",acct_1SFlCP3nabCRibqH,http://RolRunr.com,null,"[""local errands"",""delivery"",""dog walking"",""food delivery"",""groceries delivery"",""ride shares"",""event support"",""seasonal support""]","[""Services""]","[""One-Time""]","[""Marketplace""]","[""Online""]","[""B2C""]"
Delivery Services,Rivolto´s,acct_1SL70RPq4Ww9I5vW,https://recibelo.link/rivoltos,"Recíbelo.link is a delivery platform that offers fast home delivery services, allowing customers to order food, groceries, technology, and more, and receive their purchases in minutes.","[""food delivery"",""grocery"",""technology""]","[""Services""]",null,"[""Marketplace""]","[""Online""]","[""B2C""]"
Delivery Services,No Hassle Homes Pty Ltd,acct_1Slz4CK4oY2ofJOg,http://www.nohasslegas.com.au,"No Hassle Gas is a family-run, QBCC licensed business specializing in the delivery of 45kg gas cylinders directly to customers' doors, with no rental or delivery fees.","[""45kg gas cylinders""]","[""Physical"",""Services""]","[""One-Time""]","[""Direct""]","[""Online"",""Physical""]","[""B2C""]"
Delivery Services,Pieds en L'air S.E.N.C.,acct_1TPYTTC1ggbN6iDY,http://www.porteaporte.site,"PorteàPorte is a Canadian delivery platform connecting certified drivers for parcel transport and ride-sharing, offering users a unique virtual currency called PorteCoins for discounts and rewards.","[""Delivery services"",""PorteCoins""]","[""Services"",""Digital""]","[""One-Time"",""Subscription""]","[""Marketplace""]","[""Online"",""Physical""]","[""B2B"",""B2C""]"
Delivery Services,HushRoute,acct_1TPZouExKJ1vpD7U,https://hushroute.polsia.app/,"HushRoute provides a HIPAA-compliant anonymous delivery service in the Minneapolis-Saint Paul area, specializing in the secure and private transportation of medical, legal, and personal items with a focus on confidentiality and data security.","[""HIPAA-compliant delivery service"",""encrypted courier service"",""same-day local delivery""]","[""Services""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Digital Solutions,Brendan Murphy,EUnCDpnbuDhMlfeevw5zeMAam3OIiJgT,https://zinekit.com/,null,"[""Zines""]","[""Digital"",""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2C""]"
Digital Solutions,"Verve Wireless, Inc.",acct_0Z8JLivv2mZeX1rWcKSm,http://verve.com/,null,"[""Omnichannel advertising solutions"",""Mobile app monetization"",""Content amplification"",""Multi-channel monetization"",""Performance marketing""]","[""Services""]","[""Usage-Based Billing""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Digital Solutions,262media,acct_1035g22ADVezqaJo,https://262media.com/,"262Media crafts high-performance websites, powerful applications, and reliable hosting solutions tailored to clients' needs. They offer end-to-end digital solutions, including requirements analysis, project management, design and development, and ongoing maintenance services, ensuring exceptional digital experiences.","[""web development"",""digital solutions"",""hosting"",""applications"",""UI/UX design"",""software development""]","[""Digital"",""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Digital Solutions,Kobe Digital,acct_103WwO2p2X2RFTTd,http://kobedigital.com/,"Kobe Digital is a unified team of performance marketing, design, and video production experts providing customized digital experiences and strategies.","[""Performance Marketing"",""Web Design \u0026 Development"",""Video Production""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
Digital Solutions,brecknell.media,acct_103sEL2a0sAgFBqe,http://soundcloud.com/reasonpatches,ReasonPatches.com offers digital music patches and demonstrations for users of Reason Studios' Reason music software.,"[""Music patches"",""Demonstrations for Reason music software""]","[""Digital""]","[""One-Time""]","[""Direct""]","[""Online""]","[""B2C""]"
Digital Solutions,Blue Nova Marketing,acct_104Fby4FoRetc68j,http://bluenovamarketing.com,Blue Nova Marketing is a full-service digital marketing agency offering a wide range of services to help businesses achieve their goals online. They provide customized solutions to enhance online presence and drive sales.,"[""Website Design"",""SEO and Branding"",""Video Marketing"",""Website Maintenance"",""Content Management"",""Social Media Marketing"",""Local SEO"",""Google My Business"",""Paid Marketing Services"",""Reputation Marketing Management""]","[""Services""]","[""One-Time"",""Subscription""]","[""Direct""]","[""Online""]","[""B2B"",""B2C""]"
